rank_by_weighted_score,display_name,model_type,accuracy,precision_attack,recall_attack,f1_attack,roc_auc,pr_auc,train_time_seconds,prediction_time_seconds,prediction_time_per_sample_ms,weighted_score
1,Decision Tree,Non-linear baseline,0.9167395423407666,0.9013120841068858,0.9531456807553164,0.9265044869251964,0.9719101556444824,0.9662065066901896,3.955950736999512,0.0223748683929443,0.0002717639361723793,0.9405608131914196
2,Deep MLP,Deep Learning,0.9063183209444688,0.8936441830776636,0.9419615282802436,0.91716694410138,0.97944087286351,0.9847644660707984,117.59141182899477,0.3191850185394287,0.003876803898112869,0.9353037794835796
3,Logistic Regression,Linear baseline,0.8355803332847496,0.8021591621842511,0.9309979705285448,0.8617897799785594,0.955970251311048,0.9665857984474486,5.2639899253845215,0.0101211071014404,0.00012293041710927015,0.8969657029820458
