model,accuracy,precision_attack,recall_attack,f1_attack,precision_macro,recall_macro,f1_macro,roc_auc,pr_auc,train_time_seconds,prediction_time_seconds,tn,fp,fn,tp,false_positive_rate,false_negative_rate
deep_mlp,0.9063183209444687,0.8936441830776636,0.9419615282802435,0.91716694410138,0.9087457362174043,0.9023050884644461,0.904683347660412,0.9794408728635101,0.9847644660707985,117.59141182899475,0.3191850185394287,31918,5082,2631,42701,0.13735135135135135,0.058038471719756464
