model,accuracy,precision_attack,recall_attack,f1_attack,precision_macro,recall_macro,f1_macro,roc_auc,pr_auc,train_time_seconds,prediction_time_seconds,tree_depth,num_leaves,tn,fp,fn,tp,false_positive_rate,false_negative_rate
decision_tree,0.9167395423407666,0.9013120841068858,0.9531456807553164,0.9265044869251965,0.9197776656396377,0.9126404079452257,0.9152433350261969,0.9719101556444824,0.9662065066901896,3.9559507369995117,0.022374868392944336,12,424,32269,4731,2124,43208,0.12786486486486487,0.04685431924468367
