precision,recall,threshold
0.5506000097167566,1.0,0.0
0.739072998890991,0.9996691079149387,0.01159506712715648
0.7390680302066513,0.999580870025589,0.01656560030544938
0.7419962335216572,0.9995146916085768,0.04482115558543635
0.7420326880875177,0.9995146916085768,0.04955449622987623
0.742129917777705,0.9995146916085768,0.05888182365419544
0.7423160102234747,0.9994705726639019,0.06013956675169733
0.7424736557465708,0.9994043942468896,0.0713423300418763
0.7436558221988773,0.9994043942468896,0.07253453809747086
0.7436638214051214,0.9993823347745522,0.10499396284713626
0.7440829131284595,0.9993382158298774,0.10499396284713629
0.7441275994612175,0.9993161563575399,0.11345594228874402
0.7443434824758869,0.9992940968852025,0.12340147347235592
0.7445951500205508,0.9990735021618283,0.1263805664011336
0.7477307673230494,0.9976396364598958,0.13525818613941734
0.7477800744109137,0.9975734580428837,0.14590922162353484
0.7572900092119588,0.9973969822641843,0.14963553060046603
0.7573747424493693,0.9973749227918468,0.15803472530883794
0.7574391796796461,0.9972425659578222,0.16104798782681717
0.7580106976978152,0.9972425659578222,0.16354261336423503
0.7579822913871747,0.9970881496514603,0.16354261336423506
0.758055047718086,0.9969999117621107,0.16743290475160622
0.758238255033557,0.9968896144004236,0.1674329047516063
0.7583232648677675,0.9968675549280861,0.16743290475160633
0.7583110976858145,0.9968013765110738,0.16743290475160635
0.7583752937227257,0.9967351980940616,0.17181182952204993
0.759643517740037,0.9965587223153622,0.18331354231626218
0.7720717792565476,0.9956101650048531,0.1900353601509423
0.7721510324887513,0.9956101650048531,0.19003536015094236
0.7721906652066794,0.9956101650048531,0.2037906269655029
0.7725210961436421,0.9956101650048531,0.2067841446780038
0.7726230013352964,0.9955881055325156,0.2114430326216954
0.7725490196078432,0.9951689755581047,0.21304299968601528
0.7726089339545081,0.9950586781964176,0.2196925611837243
0.7725994995029309,0.9943307156092827,0.23543958331998674
0.773046238311744,0.993933645107209,0.23828621152581894
0.7730626673072963,0.9938012882731845,0.23947846018704105
0.7753451065441151,0.9936909909114974,0.24225456950239652
0.7795642166109967,0.9936468719668226,0.2510339460653567
0.7796530951391774,0.9935365746051354,0.26031820801904043
0.7796821439700842,0.9934703961881232,0.2673816853094908
0.7798462792997554,0.9915291626224301,0.2693751109641791
0.7802117687901406,0.9915291626224301,0.2752908265404649
0.7807055635649893,0.9914850436777553,0.2787261220770644
0.7815320406921137,0.9913968057884055,0.2811115149300333
0.7815728148586136,0.9913968057884055,0.28111151493003333
0.7816,0.9913968057884055,0.2811115149300334
0.7818710193853757,0.9911541515926939,0.28683944759503044
0.7819979460042821,0.9910217947586694,0.294336196322243
0.7821575318615502,0.990999735286332,0.2966622385854404
0.7821433551805885,0.9898085237801112,0.30076773894922676
0.7822388033681421,0.9898085237801112,0.31330089407140393
0.7872609673790776,0.9880878849377923,0.31937766979770826
0.7874094648758878,0.9880658254654549,0.3193776697977083
0.7875191222239806,0.9879775875761052,0.3193776697977084
0.7884645856441135,0.9879114091590929,0.31937766979770843
0.7884706835514381,0.9875363981293568,0.3193776697977085
0.7890494081953043,0.986764316597547,0.32078627821170463
0.8432055086357757,0.977874349245566,0.33269775946231567
0.8432858557392033,0.9769257919350569,0.3370226823672324
0.8437833511205977,0.9766831377393452,0.3490763113542524
0.8438476785850423,0.9766831377393452,0.35308928914412213
0.8612268043252967,0.9715873996294009,0.35377592627020893
0.8613447021551218,0.9715873996294009,0.3602425204110624
0.861389817911557,0.9715432806847261,0.376291542324959
0.8615050566303476,0.9715212212123886,0.38486451566347024
0.8614887997652353,0.971388864378364,0.3852696319397828
0.8668031576667914,0.9713006264890144,0.3883264486792512
0.8700112672715412,0.9709035559869408,0.39544058236608237
0.8706425289177626,0.9696682255360451,0.3964782215119777
0.8707460084782694,0.9696682255360451,0.4013223571668646
0.8709012739484476,0.9696682255360451,0.40132235716686476
0.8708410213677757,0.9682564193064502,0.4130991782277061
0.8711747873777919,0.9671093267449042,0.41309917822770614
0.8713910761154856,0.9667343157151681,0.42682543570545073
0.8716468996258855,0.9662490073237449,0.43594342410761605
0.8717111809895315,0.9662048883790699,0.44108549607855463
0.8717627152383797,0.966050472072708,0.45090433926410556
0.8718934204237693,0.9658298773493338,0.45090433926410567
0.8719230462837568,0.965785758404659,0.4509043392641057
0.8719328669098447,0.9649695579281744,0.45755981230957093
0.87422,0.9642415953410395,0.4620377646808105
0.894599159594628,0.9580649430865613,0.4624464920881109
0.8944360778165165,0.9564104826612547,0.46901209355011514
0.8958527059698717,0.9563443042442424,0.48413381112729537
0.9009812295577175,0.9540280596488132,0.48413381112729675
0.9010152813392541,0.9533883349510279,0.4841338111272968
0.9013120841068858,0.9531456807553164,0.502655450525785
0.9015004486738037,0.9529471455042795,0.5135709074308817
0.9016636399691068,0.9528809670872673,0.521842916978614
0.9080164331612768,0.9507411982705374,0.5226506387137461
0.9083512499473041,0.9506309009088503,0.5296739588793297
0.9104912836767036,0.9505206035471632,0.5313976149932661
0.910855089314026,0.9504985440748257,0.5398297993761109
0.9110946589106294,0.950145592517427,0.5495563163119334
0.9115188453643155,0.950145592517427,0.5495563163119335
0.9118893267234439,0.9495058678196417,0.5558154047713277
0.9116234594135146,0.9463734227477278,0.5558154047713278
0.9117128222567001,0.9462851848583782,0.5633988314961894
0.9119573074796955,0.9461969469690285,0.5688157663405177
0.9149930637071817,0.9457336980499427,0.5747253412966237
0.9182519280205655,0.9455572222712433,0.5750823748158574
0.9234138027743619,0.9442115944586605,0.584671174667033
0.9237277161479691,0.9441454160416483,0.5846711746670331
0.9243712017993468,0.9428659666460778,0.5846711746670332
0.9252530945825836,0.9415203388334951,0.6039669344695876
0.9252915925941985,0.9414982793611577,0.609726421433375
0.9289481713961902,0.9402188299655873,0.6144559374235166
0.9330863168972398,0.9388290832083297,0.6147071262764695
0.933207572002018,0.9384981911232684,0.6159507320106624
0.9356633820165405,0.9383878937615813,0.6196376671146967
0.9380363090905081,0.93805700167652,0.6215493703641455
0.9381177197317332,0.9380349422041825,0.6324285976819848
0.9382296471211352,0.9378364069531456,0.6406917544055084
0.9381723399085508,0.936909909114974,0.6483154113413946
0.9388224369320569,0.9366893143915997,0.6524126160289624
0.9392903139849891,0.9331156798729374,0.6524126160289633
0.9416508855965244,0.9323656578134651,0.6548601550414107
0.9426512904017309,0.9322333009794406,0.6570736468449453
0.9430012497768255,0.932100944145416,0.67033571112214
0.9429656096471639,0.9314832789199682,0.6703357111221402
0.9429643359610532,0.9314612194476308,0.6713326227964405
0.9435965049498313,0.9314612194476308,0.6742875068813451
0.9439749608763693,0.9314391599752934,0.6786215365391917
0.9444419572905941,0.9307332568604959,0.6786215365391918
0.944571351787154,0.9304023647754346,0.6865010599611387
0.9450312857431205,0.9295420453542751,0.686501059961139
0.9450677677048739,0.9290567369628518,0.7011551531147564
0.945173814493144,0.9290567369628518,0.7011551531147565
0.9458080467520791,0.9282405364863673,0.7030479662844612
0.9476813855162902,0.9246227830230301,0.7137013873395368
0.9484862894278016,0.9240271772699197,0.7145004517461002
0.9484757892829642,0.9238286420188829,0.7145004517461004
0.9485832068676527,0.9238286420188829,0.7160852736230813
0.9486691153131094,0.9230124415423983,0.7207358994339413
0.9486574746008708,0.922791846819024,0.7233256286789337
0.9493894966184013,0.922791846819024,0.7267047983127015
0.9493400577023559,0.9218432895085149,0.7379085125213849
0.9494182875840756,0.921688873202153,0.737908512521385
0.9494010410747165,0.9213579811170917,0.7399077240264056
0.950523638196943,0.9149827936115769,0.7530915026865089
0.9505867253392006,0.9149386746669019,0.7617804459151032
0.9518379732867422,0.9133503926586076,0.7666117131229455
0.9518980938584994,0.9132400952969205,0.7694175419041666
0.9533918816126132,0.9124018353480985,0.7728313609636407
0.9536460495364605,0.9122033000970616,0.7728313609636408
0.9542349411493192,0.9120930027353745,0.7896485535154342
0.9546934534118462,0.9120047648460249,0.7896485535154343
0.9546979477568774,0.9102400070590312,0.8026359092470161
0.9547400328574404,0.9101958881143563,0.8085462050466758
0.9565864088500511,0.9079678814082767,0.8085462050466761
0.956585399865201,0.9079458219359393,0.816776465783668
0.956622809056674,0.9077914056295774,0.824328282850586
0.9569424736560516,0.9074825730168534,0.8243282828505863
0.9572976121141525,0.906467837289332,0.828567775781056
0.9585276131118349,0.9024309538515839,0.8312822245564727
0.9585882022076918,0.902276537545222,0.8356201931751871
0.9585980541554331,0.9019897644048355,0.8377065878279599
0.9586354647330257,0.8982396541074738,0.8377065878279606
0.9586502460734218,0.8980631783287744,0.8383903326913995
0.9588999128037141,0.8975778699373511,0.8413316120248729
0.959518470435501,0.8967175505161916,0.8473915217369996
0.9600708800945068,0.8963866584311303,0.8491914358032756
0.9604463673546587,0.8961440042354187,0.8591582373566249
0.9605589841810315,0.8961219447630813,0.859158237356625
0.9609406420781187,0.8960116474013942,0.8607586434894245
0.9616879116713264,0.8953719227036089,0.8678893131165306
