model,accuracy,precision_attack,recall_attack,f1_attack,precision_macro,recall_macro,f1_macro,roc_auc,pr_auc,train_time_seconds,prediction_time_seconds,tn,fp,fn,tp,false_positive_rate,false_negative_rate
logistic_regression,0.8355803332847496,0.8021591621842511,0.9309979705285449,0.8617897799785594,0.8484533150670237,0.8248368231021104,0.8294470265620701,0.955970251311048,0.9665857984474486,5.2639899253845215,0.01012110710144043,26591,10409,3128,42204,0.2813243243243243,0.06900202947145505
